raceId,driverId,stop,lap,constructorId,grid,laps,position,circuitId,podium
841,1,2,36,1,2,58,2,1,1
841,2,2,30,4,18,57,12,1,0
841,4,3,42,6,5,58,4,1,0
841,13,3,48,6,8,58,7,1,0
841,15,2,37,205,20,56,13,1,0
841,16,2,37,10,16,57,9,1,0
841,17,3,41,9,3,58,5,1,0
841,18,3,37,1,4,58,6,1,0
841,20,2,36,9,1,58,1,1,1
841,67,2,29,5,10,57,8,1,0
841,153,3,35,5,12,57,11,1,0
841,808,2,36,4,6,58,3,1,1
841,814,2,36,10,14,57,10,1,0
841,816,2,38,166,22,54,14,1,0
842,1,4,52,1,2,56,8,2,0
842,2,3,39,4,6,56,3,2,1
842,3,3,40,131,9,55,12,2,0
842,4,4,46,6,5,56,6,2,0
842,5,2,34,205,19,55,15,2,0
842,10,2,34,166,21,54,16,2,0
842,13,3,38,6,7,56,5,2,0
842,16,3,32,10,17,55,11,2,0
842,17,4,43,9,3,56,4,2,0
842,18,3,38,1,4,56,2,2,1
842,20,3,41,9,1,56,1,2,1
842,30,3,42,131,11,56,9,2,0
842,67,3,32,5,12,55,13,2,0
842,153,2,32,5,13,55,14,2,0
842,155,2,36,15,10,56,7,2,0
842,808,3,44,4,8,52,17,2,0
842,814,3,37,10,14,56,10,2,0
843,1,3,38,1,3,56,1,17,1
843,2,2,30,4,16,56,12,17,0
843,3,3,39,131,4,56,5,17,0
843,4,2,32,6,5,56,7,17,0
843,5,2,40,205,19,55,16,17,0
843,10,3,39,166,22,54,21,17,0
843,13,2,33,6,6,56,6,17,0
843,15,2,42,205,20,55,19,17,0
843,16,3,47,10,11,55,15,17,0
843,17,3,40,9,18,56,3,17,1
843,18,3,37,1,2,56,4,17,0
843,20,2,31,9,1,56,2,17,1
843,22,2,35,3,15,56,13,17,0
843,24,3,45,164,23,54,22,17,0
843,30,3,39,131,14,56,8,17,0
843,39,1,23,164,24,54,23,17,0
843,67,3,33,5,9,56,14,17,0
843,155,2,30,15,13,56,10,17,0
843,808,2,37,4,10,56,9,17,0
843,813,3,40,3,17,55,18,17,0
843,814,2,32,10,8,56,11,17,0
843,815,4,50,15,12,55,17,17,0
843,816,2,34,166,21,54,20,17,0
844,1,4,46,1,4,58,4,5,0
844,2,4,46,4,9,58,7,5,0
844,3,4,44,131,3,58,5,5,0
844,4,4,46,6,5,58,3,5,1
844,5,3,53,205,18,56,19,5,0
844,13,4,46,6,10,58,11,5,0
844,15,3,39,205,19,57,18,5,0
844,16,3,40,10,12,57,13,5,0
844,17,4,45,9,2,58,2,5,1
844,18,3,39,1,6,58,6,5,0
844,20,4,47,9,1,58,1,5,1
844,22,3,40,3,11,57,15,5,0
844,24,4,37,164,20,53,22,5,0
844,30,4,45,131,8,58,12,5,0
844,39,3,45,164,22,55,21,5,0
844,67,3,40,5,16,58,9,5,0
844,153,4,55,5,17,57,16,5,0
844,155,3,38,15,24,58,10,5,0
844,808,4,45,4,7,58,8,5,0
844,813,4,45,3,14,57,17,5,0
844,815,4,42,15,15,57,14,5,0
844,816,2,33,166,23,56,20,5,0
845,1,4,49,1,3,66,2,4,1
845,2,3,50,4,24,65,8,4,0
845,3,3,42,131,7,65,7,4,0
845,4,4,39,6,4,65,5,4,0
845,10,3,53,166,20,63,19,4,0
845,15,3,43,205,18,64,18,4,0
845,16,3,48,10,17,65,13,4,0
845,17,4,47,9,1,66,4,4,0
845,18,3,48,1,5,66,3,4,1
845,20,4,48,9,2,66,1,4,1
845,22,4,54,3,19,64,17,4,0
845,30,3,41,131,10,65,6,4,0
845,39,3,47,164,22,61,21,4,0
845,67,3,42,5,11,65,14,4,0
845,153,4,50,5,13,64,16,4,0
845,155,3,44,15,14,65,10,4,0
845,808,3,41,4,6,65,11,4,0
845,813,4,53,3,9,65,15,4,0
845,814,3,51,10,16,65,12,4,0
845,815,3,47,15,12,65,9,4,0
845,816,3,49,166,23,62,20,4,0
846,1,3,49,1,9,78,6,6,0
846,2,2,69,4,15,77,8,6,0
846,3,3,53,131,7,76,11,6,0
846,4,2,34,6,4,78,2,6,1
846,5,2,52,205,17,76,14,6,0
846,15,2,46,205,18,76,13,6,0
846,16,2,68,10,14,77,7,6,0
846,17,2,55,9,3,78,4,6,0
846,18,3,48,1,2,78,3,6,1
846,20,1,16,9,1,78,1,6,1
846,22,2,68,3,11,77,9,6,0
846,24,1,32,164,23,75,16,6,0
846,39,2,33,164,22,74,17,6,0
846,67,2,62,5,16,77,10,6,0
846,155,1,34,15,12,78,5,6,0
846,813,2,54,3,8,73,18,6,0
846,814,3,32,10,13,76,12,6,0
846,816,2,63,166,21,75,15,6,0
847,3,4,53,131,6,70,11,7,0
847,10,2,51,166,21,69,16,7,0
847,13,4,53,6,3,70,6,7,0
847,15,3,52,205,18,69,17,7,0
847,17,3,50,9,4,70,3,7,1
847,18,6,51,1,7,70,1,7,1
847,20,3,53,9,1,70,2,7,1
847,22,4,50,3,16,70,9,7,0
847,24,3,52,164,20,69,13,7,0
847,30,4,52,131,8,70,4,7,0
847,37,2,52,15,17,70,12,7,0
847,39,2,51,164,22,69,14,7,0
847,67,4,50,5,15,70,10,7,0
847,153,3,51,5,24,70,8,7,0
847,155,2,53,15,13,70,7,7,0
847,808,2,53,4,10,70,5,7,0
847,814,4,53,10,11,67,18,7,0
847,816,5,52,166,23,69,15,7,0
848,1,3,42,1,3,57,4,12,0
848,2,3,40,4,9,56,10,12,0
848,3,3,45,131,7,57,7,12,0
848,4,3,45,6,4,57,2,12,1
848,5,3,42,205,19,55,19,12,0
848,10,2,42,166,21,55,21,12,0
848,13,3,48,6,5,57,5,12,0
848,15,2,34,205,20,55,20,12,0
848,16,3,43,10,10,56,9,12,0
848,17,3,42,9,2,57,3,12,1
848,18,3,48,1,6,57,6,12,0
848,20,3,47,9,1,57,1,12,1
848,22,3,40,3,13,56,12,12,0
848,24,3,43,164,22,54,23,12,0
848,30,3,31,131,8,56,17,12,0
848,39,3,44,164,24,54,24,12,0
848,67,3,45,5,17,56,13,12,0
848,153,2,42,5,18,56,8,12,0
848,155,2,33,15,14,56,16,12,0
848,808,3,39,4,11,56,15,12,0
848,813,3,44,3,15,56,18,12,0
848,814,3,44,10,12,56,14,12,0
848,815,1,25,15,16,56,11,12,0
848,816,2,37,166,23,55,22,12,0
849,1,3,37,1,10,52,4,9,0
849,2,2,30,4,16,52,8,9,0
849,3,2,30,131,9,52,6,9,0
849,4,3,39,6,3,52,1,9,1
849,10,2,30,166,20,50,16,9,0
849,13,3,41,6,4,52,5,9,0
849,16,3,40,10,11,52,11,9,0
849,17,3,38,9,1,52,3,9,1
849,20,3,36,9,2,52,2,9,1
849,22,2,31,3,15,51,13,9,0
849,24,2,31,164,23,50,18,9,0
849,30,3,31,131,13,52,9,9,0
849,153,2,31,5,18,52,10,9,0
849,808,2,38,4,14,52,12,9,0
849,813,3,35,3,7,51,14,9,0
849,814,3,26,10,6,51,15,9,0
849,815,2,32,15,12,52,7,9,0
849,816,2,28,166,22,50,17,9,0
849,817,2,28,164,24,49,19,9,0
850,1,3,51,1,2,60,1,20,1
850,3,3,53,131,6,59,7,20,0
850,4,3,53,6,4,60,2,20,1
850,5,2,50,205,18,58,16,20,0
850,10,2,48,166,19,57,17,20,0
850,13,3,59,6,5,60,5,20,0
850,16,2,48,10,8,60,6,20,0
850,17,3,56,9,1,60,3,20,1
850,20,3,59,9,3,60,4,20,0
850,30,3,56,131,10,59,8,20,0
850,67,2,36,5,24,59,15,20,0
850,153,2,43,5,16,59,12,20,0
850,155,2,48,15,17,59,9,20,0
850,808,2,46,4,9,59,10,20,0
850,812,3,51,205,20,56,20,20,0
850,813,2,35,3,13,59,14,20,0
850,814,2,51,10,12,59,13,20,0
850,815,2,41,15,15,59,11,20,0
850,816,2,49,166,21,57,18,20,0
850,817,2,49,164,22,57,19,20,0
851,1,6,56,1,2,70,4,11,0
851,3,4,54,131,7,69,9,11,0
851,4,4,47,6,5,70,3,11,1
851,10,3,53,166,20,66,17,11,0
851,13,4,58,6,4,70,6,11,0
851,16,4,53,10,8,68,14,11,0
851,17,5,53,9,6,70,5,11,0
851,18,3,42,1,3,70,1,11,1
851,20,3,41,9,1,70,2,11,1
851,22,5,52,3,15,68,13,11,0
851,24,5,51,164,21,65,20,11,0
851,67,3,43,5,23,69,8,11,0
851,153,3,47,5,16,69,10,11,0
851,155,3,62,15,13,69,11,11,0
851,808,4,53,4,12,69,12,11,0
851,813,5,53,3,17,68,16,11,0
851,814,3,42,10,11,69,7,11,0
851,815,4,44,15,10,68,15,11,0
851,816,4,51,166,24,65,19,11,0
851,817,3,43,164,22,66,18,11,0
852,3,2,30,131,5,44,6,13,0
852,4,2,29,6,8,44,4,13,0
852,5,3,33,205,16,43,15,13,0
852,10,4,35,166,19,43,18,13,0
852,13,3,32,6,4,44,8,13,0
852,15,2,31,205,18,43,14,13,0
852,16,2,31,10,15,44,7,13,0
852,17,2,31,9,3,44,2,13,1
852,18,3,32,1,13,44,3,13,1
852,20,3,30,9,1,44,1,13,1
852,22,3,40,3,14,43,16,13,0
852,24,2,27,164,22,43,19,13,0
852,30,3,31,131,24,44,5,13,0
852,155,2,29,15,12,44,12,13,0
852,808,2,30,4,10,44,9,13,0
852,811,3,21,4,7,44,13,13,0
852,813,2,29,3,21,44,10,13,0
852,814,2,30,10,17,44,11,13,0
852,816,2,36,166,20,43,17,13,0
853,1,2,34,1,2,53,4,14,0
853,4,2,34,6,4,53,3,14,1
853,5,2,35,205,20,51,13,14,0
853,10,2,38,166,21,51,15,14,0
853,13,2,41,6,6,53,6,14,0
853,15,2,24,205,19,51,14,14,0
853,18,2,33,1,3,53,2,14,1
853,20,2,35,9,1,53,1,14,1
853,22,2,32,3,13,52,12,14,0
853,30,2,37,131,8,53,5,14,0
853,67,2,40,5,16,52,10,14,0
853,153,2,41,5,18,52,7,14,0
853,811,3,40,4,10,52,9,14,0
853,813,2,37,3,14,52,11,14,0
853,814,2,31,10,11,52,8,14,0
854,1,5,48,1,4,61,5,15,0
854,3,3,29,131,7,60,7,15,0
854,4,3,49,6,5,61,4,15,0
854,5,3,47,205,19,59,16,15,0
854,13,4,41,6,6,60,9,15,0
854,16,2,29,10,9,60,8,15,0
854,17,3,47,9,2,61,3,15,1
854,18,3,48,1,3,61,2,15,1
854,20,3,49,9,1,61,1,15,1
854,22,2,30,3,12,60,13,15,0
854,24,4,46,164,24,57,20,15,0
854,67,3,49,5,14,60,12,15,0
854,153,3,35,5,16,56,21,15,0
854,155,4,53,15,17,59,14,15,0
854,808,3,47,4,18,59,17,15,0
854,811,4,48,4,15,59,15,15,0
854,813,3,45,3,13,60,11,15,0
854,814,2,29,10,10,61,6,15,0
854,815,2,29,15,11,60,10,15,0
854,816,2,28,166,22,59,18,15,0
854,817,3,27,164,23,57,19,15,0
855,1,3,35,1,3,53,5,22,0
855,3,3,41,131,23,53,10,22,0
855,4,3,37,6,5,53,2,22,1
855,5,3,37,205,18,53,18,22,0
855,10,3,36,166,21,51,20,22,0
855,13,3,36,6,4,53,7,22,0
855,15,3,38,205,19,53,19,22,0
855,16,3,37,10,11,53,11,22,0
855,17,3,34,9,6,53,4,22,0
855,18,3,36,1,2,53,1,22,1
855,20,3,33,9,1,53,3,22,1
855,22,3,37,3,13,53,17,22,0
855,24,3,35,164,24,50,23,22,0
855,30,3,41,131,8,53,6,22,0
855,153,2,36,5,16,53,15,22,0
855,155,2,24,15,7,53,13,22,0
855,808,2,39,4,10,53,9,22,0
855,811,2,35,4,9,53,16,22,0
855,813,3,41,3,14,53,14,22,0
855,814,3,35,10,12,53,12,22,0
855,815,2,37,15,17,53,8,22,0
855,816,3,37,166,20,51,21,22,0
855,817,3,38,164,22,51,22,22,0
856,1,2,33,1,1,55,2,35,1
856,3,2,27,131,7,55,8,35,0
856,4,2,37,6,6,55,5,35,0
856,5,2,38,205,19,54,14,35,0
856,10,2,41,166,21,54,18,35,0
856,13,2,34,6,5,55,6,35,0
856,15,2,36,205,20,54,17,35,0
856,16,2,35,10,10,55,11,35,0
856,17,2,33,9,4,55,3,35,1
856,18,2,34,1,3,55,4,35,0
856,20,2,34,9,2,55,1,35,1
856,22,2,31,3,18,55,12,35,0
856,24,3,38,164,23,52,21,35,0
856,67,2,36,5,13,55,9,35,0
856,153,2,37,5,11,55,7,35,0
856,155,3,42,15,14,54,15,35,0
856,811,2,30,4,15,54,13,35,0
856,814,2,31,10,9,55,10,35,0
856,815,3,53,15,17,54,16,35,0
856,816,2,38,166,22,54,20,35,0
856,817,2,41,164,24,54,19,35,0
857,1,3,45,1,5,60,7,68,0
857,3,2,45,131,7,60,6,68,0
857,4,2,39,6,3,60,3,68,1
857,5,2,41,205,18,58,14,68,0
857,15,3,54,205,19,55,19,68,0
857,16,2,35,10,8,59,9,68,0
857,17,2,37,9,2,60,4,68,0
857,18,2,46,1,4,60,2,68,1
857,20,2,47,9,1,60,1,68,1
857,22,2,35,3,15,58,15,68,0
857,30,2,50,131,11,60,5,68,0
857,39,2,50,164,24,57,17,68,0
857,153,2,46,5,10,59,8,68,0
857,808,2,33,4,16,59,11,68,0
857,811,2,56,4,14,59,12,68,0
857,814,3,39,10,12,59,13,68,0
857,815,2,34,15,20,59,10,68,0
857,816,2,55,166,21,57,16,68,0
857,817,3,56,164,23,57,18,68,0
858,1,2,40,1,2,55,1,24,1
858,3,2,48,131,7,55,6,24,0
858,4,2,43,6,5,55,2,24,1
858,5,2,39,205,17,54,17,24,0
858,10,2,44,166,19,53,19,24,0
858,13,2,40,6,6,55,5,24,0
858,15,2,42,205,18,53,18,24,0
858,16,2,36,10,9,55,8,24,0
858,17,3,54,9,4,55,4,24,0
858,18,2,36,1,3,55,3,24,1
858,22,2,34,3,24,54,12,24,0
858,24,1,24,164,22,53,20,24,0
858,30,2,42,131,8,55,7,24,0
858,153,2,34,5,15,54,15,24,0
858,155,2,33,15,16,54,10,24,0
858,808,2,38,4,12,54,13,24,0
858,811,3,36,4,14,54,16,24,0
858,813,2,30,3,23,54,14,24,0
858,814,1,27,10,10,55,9,24,0
858,815,2,27,15,11,54,11,24,0
859,3,2,42,131,6,70,7,18,0
859,4,3,54,6,5,71,4,18,0
859,5,3,49,205,19,69,16,18,0
859,13,2,45,6,7,71,5,18,0
859,15,2,42,205,20,69,18,18,0
859,16,3,45,10,8,70,6,18,0
859,17,3,58,9,2,71,1,18,1
859,18,3,52,1,3,71,3,18,1
859,20,3,59,9,1,71,2,18,1
859,22,3,53,3,12,70,14,18,0
859,30,3,51,131,10,70,15,18,0
859,67,2,42,5,14,70,12,18,0
859,153,2,48,5,13,70,11,18,0
859,155,2,43,15,16,70,9,18,0
859,808,3,45,4,15,70,10,18,0
859,811,4,48,4,9,69,17,18,0
859,814,2,40,10,11,70,8,18,0
859,815,2,44,15,17,70,13,18,0
859,816,2,41,166,23,68,19,18,0
859,817,2,41,164,22,68,20,18,0
860,1,2,36,1,1,58,3,1,1
860,3,2,31,131,7,58,12,1,0
860,4,2,34,6,12,58,5,1,0
860,8,2,37,208,17,58,7,1,0
860,10,2,36,206,20,57,14,1,0
860,17,2,37,9,5,58,4,1,0
860,18,2,36,1,2,58,1,1,1
860,20,2,37,9,6,58,2,1,1
860,155,2,36,15,13,58,6,1,0
860,811,3,47,3,14,52,16,1,0
860,813,2,37,3,8,57,13,1,0
860,814,2,33,10,15,58,10,1,0
860,815,1,24,15,22,58,8,1,0
860,817,3,38,5,10,58,9,1,0
860,818,2,37,5,11,58,11,1,0
860,819,3,51,206,21,53,15,1,0
861,1,3,41,1,1,56,3,2,1
861,3,4,39,131,7,56,13,2,0
861,4,3,40,6,8,56,1,2,1
861,5,4,38,207,24,55,18,2,0
861,8,3,40,208,10,56,5,2,0
861,10,3,39,206,20,55,17,2,0
861,13,4,38,6,12,56,15,2,0
861,17,3,39,9,4,56,4,2,0
861,18,5,39,1,2,56,14,2,0
861,20,4,47,9,5,56,11,2,0
861,30,3,39,131,3,56,10,2,0
861,37,3,39,164,22,54,22,2,0
861,39,2,37,164,23,54,21,2,0
861,807,3,40,10,16,56,9,2,0
861,808,3,39,207,19,55,16,2,0
861,811,4,39,3,13,56,6,2,0
861,813,4,39,3,11,54,19,2,0
861,814,3,39,10,14,56,7,2,0
861,815,3,41,15,9,56,2,2,1
861,817,4,37,5,15,56,12,2,0
861,818,2,40,5,18,56,8,2,0
861,819,3,39,206,21,54,20,2,0
862,1,3,38,1,7,56,3,17,1
862,3,2,34,131,1,56,1,17,1
862,4,3,38,6,9,56,9,17,0
862,5,3,29,207,18,53,23,17,0
862,8,2,28,208,4,56,14,17,0
862,10,2,36,206,20,55,19,17,0
862,13,2,41,6,12,56,13,17,0
862,17,3,34,9,6,56,4,17,0
862,18,3,39,1,5,56,2,17,1
862,20,2,31,9,11,56,5,17,0
862,37,2,31,164,22,55,21,17,0
862,39,2,32,164,23,54,22,17,0
862,154,2,32,208,10,56,6,17,0
862,155,3,38,15,3,56,10,17,0
862,807,2,30,10,16,56,15,17,0
862,808,2,29,207,19,55,18,17,0
862,811,2,29,3,14,56,7,17,0
862,813,2,33,3,13,56,8,17,0
862,814,2,32,10,15,56,12,17,0
862,815,2,35,15,8,56,11,17,0
862,817,2,33,5,17,56,17,17,0
862,818,3,41,5,24,56,16,17,0
862,819,3,48,206,21,55,20,17,0
863,1,3,36,1,2,57,8,3,0
863,3,3,36,131,5,57,5,3,0
863,4,3,37,6,9,57,7,3,0
863,5,4,38,207,16,56,17,3,0
863,8,3,39,208,11,57,2,3,1
863,10,3,38,206,23,55,19,3,0
863,13,3,38,6,14,57,9,3,0
863,17,3,39,9,3,57,4,3,0
863,18,4,53,1,4,55,18,3,0
863,20,3,39,9,1,57,1,3,1
863,30,3,37,131,22,57,10,3,0
863,37,3,38,164,20,55,20,3,0
863,39,4,45,164,24,55,21,3,0
863,154,3,40,208,7,57,3,3,1
863,155,3,50,15,12,57,13,3,0
863,807,3,36,10,13,57,12,3,0
863,808,3,39,207,18,56,16,3,0
863,811,3,38,3,15,54,22,3,0
863,814,2,33,10,10,57,6,3,0
863,815,3,37,15,8,57,11,3,0
863,817,3,38,5,6,56,15,3,0
863,818,3,40,5,17,57,14,3,0
864,1,2,35,1,24,66,8,4,0
864,3,3,40,131,6,66,7,4,0
864,4,3,44,6,2,66,2,4,1
864,5,3,43,207,19,65,16,4,0
864,8,3,48,208,4,66,3,4,1
864,10,3,47,206,21,64,18,4,0
864,13,4,45,6,16,65,15,4,0
864,17,3,40,9,11,65,11,4,0
864,18,3,38,1,10,66,9,4,0
864,20,4,42,9,7,66,6,4,0
864,37,4,51,164,22,63,19,4,0
864,154,3,51,208,3,66,4,4,0
864,155,3,41,15,9,66,5,4,0
864,807,3,39,10,13,65,10,4,0
864,808,3,44,207,18,65,17,4,0
864,813,3,41,3,1,66,1,4,1
864,814,3,42,10,12,65,14,4,0
864,817,3,39,5,15,65,13,4,0
864,818,3,40,5,14,65,12,4,0
865,1,1,29,1,3,78,5,6,0
865,3,1,27,131,2,78,2,6,1
865,4,1,30,6,5,78,3,6,1
865,5,2,73,207,17,77,13,6,0
865,8,1,29,208,8,78,9,6,0
865,10,2,54,206,19,77,14,6,0
865,13,1,31,6,7,78,6,6,0
865,17,1,29,9,1,78,1,6,1
865,18,1,38,1,12,70,16,6,0
865,20,1,46,9,9,78,4,6,0
865,39,2,74,164,22,76,15,6,0
865,807,1,29,10,10,78,8,6,0
865,811,1,29,3,13,78,10,6,0
865,814,1,35,10,14,78,7,6,0
865,815,2,39,15,23,77,11,6,0
865,818,2,70,5,16,77,12,6,0
866,1,2,50,1,2,70,1,7,1
866,3,2,38,131,5,70,6,7,0
866,4,1,19,6,3,70,5,7,0
866,5,2,42,207,17,69,18,7,0
866,8,1,40,208,12,70,8,7,0
866,10,1,24,206,21,56,21,7,0
866,13,2,58,6,6,70,10,7,0
866,17,2,52,9,4,70,7,7,0
866,18,3,52,1,10,69,16,7,0
866,20,2,63,9,1,70,4,7,0
866,154,1,21,208,7,70,2,7,1
866,155,1,24,15,11,70,9,7,0
866,807,2,42,10,13,70,12,7,0
866,808,2,43,207,18,69,19,7,0
866,811,1,23,3,16,69,17,7,0
866,813,1,29,3,22,70,13,7,0
866,814,2,44,10,8,70,11,7,0
866,815,1,41,15,15,70,3,7,1
866,817,2,58,5,14,70,14,7,0
866,818,3,47,5,19,69,15,7,0
866,819,1,28,206,23,69,20,7,0
867,1,2,28,1,2,55,19,12,0
867,3,2,46,131,6,57,6,12,0
867,4,2,28,6,11,57,1,12,1
867,5,2,27,207,16,57,14,12,0
867,8,2,28,208,5,57,2,12,1
867,13,4,53,6,13,56,16,12,0
867,17,2,38,9,19,57,4,12,0
867,18,2,26,1,9,57,8,12,0
867,30,2,41,131,12,57,3,12,1
867,37,2,28,164,21,56,17,12,0
867,39,3,39,164,22,56,18,12,0
867,807,2,28,10,8,57,5,12,0
867,808,4,47,207,20,57,13,12,0
867,811,2,24,3,14,57,10,12,0
867,813,2,28,3,3,57,12,12,0
867,814,1,23,10,10,57,7,12,0
867,815,2,25,15,15,57,9,12,0
867,817,2,37,5,17,57,11,12,0
867,819,2,28,206,23,57,15,12,0
868,1,2,28,1,8,52,8,9,0
868,3,2,37,131,11,52,15,9,0
868,4,2,37,6,1,52,2,9,1
868,5,2,29,207,19,51,17,9,0
868,8,2,34,208,6,52,5,9,0
868,10,2,38,206,20,51,18,9,0
868,13,2,35,6,5,52,4,9,0
868,17,2,33,9,2,52,1,9,1
868,18,2,31,1,16,52,10,9,0
868,20,2,31,9,4,52,3,9,1
868,30,2,34,131,3,52,7,9,0
868,37,1,27,164,21,50,20,9,0
868,39,2,35,164,22,50,21,9,0
868,154,2,26,208,9,52,6,9,0
868,155,2,37,15,17,52,11,9,0
868,807,2,35,10,14,52,12,9,0
868,811,2,30,3,13,52,9,9,0
868,813,2,12,3,7,51,16,9,0
868,817,2,29,5,12,52,13,9,0
868,818,2,32,5,23,52,14,9,0
868,819,2,32,206,24,51,19,9,0
869,3,3,50,131,21,67,10,10,0
869,4,2,41,6,1,67,1,10,1
869,5,4,53,207,16,65,19,10,0
869,8,2,38,208,10,67,3,10,1
869,10,2,40,206,22,64,22,10,0
869,13,3,47,6,13,67,12,10,0
869,17,2,40,9,8,67,8,10,0
869,18,2,40,1,6,67,2,10,1
869,20,2,41,9,2,67,5,10,0
869,30,3,52,131,3,67,7,10,0
869,37,2,45,164,23,64,21,10,0
869,39,2,46,164,24,64,23,10,0
869,154,3,42,208,19,66,18,10,0
869,155,2,43,15,12,67,4,10,0
869,807,3,46,10,4,67,9,10,0
869,808,3,50,207,18,66,16,10,0
869,811,3,47,3,14,66,17,10,0
869,813,3,57,3,5,66,15,10,0
869,814,2,39,10,9,67,11,10,0
869,815,2,40,15,17,67,6,10,0
869,817,2,38,5,11,67,13,10,0
869,818,3,45,5,15,67,14,10,0
869,819,2,43,206,20,65,20,10,0
870,1,2,40,1,1,69,1,11,1
870,3,2,40,131,13,69,10,11,0
870,4,2,43,6,6,69,5,11,0
870,5,3,56,207,19,68,17,11,0
870,8,2,45,208,5,69,2,11,1
870,10,2,40,206,22,66,21,11,0
870,13,2,43,6,7,69,9,11,0
870,17,3,55,9,11,69,8,11,0
870,18,3,45,1,4,69,6,11,0
870,20,3,58,9,3,69,4,11,0
870,37,2,41,164,23,66,22,11,0
870,154,2,39,208,2,69,3,11,1
870,155,2,40,15,15,67,18,11,0
870,807,2,39,10,10,69,11,11,0
870,808,3,51,207,20,67,19,11,0
870,811,2,42,3,9,69,7,11,0
870,813,3,52,3,8,69,13,11,0
870,814,2,38,10,12,69,12,11,0
870,815,2,47,15,14,69,14,11,0
